pincode,bank_branches_per_lakh,deposits_per_capita
521125,19.2,179847.0
521126,19.1,179847.0
521130,19.1,179847.0
521131,19.0,179847.0
521132,19.1,179847.0
521133,19.1,179847.0
521134,19.1,179847.0
521135,19.1,179847.0
521136,19.0,179847.0
521137,20.1,179847.0
521138,21.2,179847.0
521139,21.9,179847.0
521148,19.9,179847.0
521149,19.9,179847.0
521150,18.7,179847.0
521151,19.2,179847.0
521153,19.2,179847.0
521157,20.1,179847.0
521158,20.8,179847.0
521162,21.2,179847.0
521163,20.9,179847.0
521164,21.5,179847.0
521165,19.5,179847.0
521170,19.5,179847.0
521175,19.1,179847.0
521178,19.1,179847.0
521180,19.8,179847.0
521181,17.5,179847.0
521182,17.8,179847.0
521183,16.6,179847.0
521185,17.3,179847.0
521190,16.7,179847.0
521201,17.3,179847.0
521202,17.3,179847.0
521207,16.7,179847.0
521211,17.6,179847.0
521212,18.5,179847.0
521213,18.5,179847.0
521214,18.6,179847.0
521215,18.4,179847.0
521225,18.5,179847.0
521226,16.6,179847.0
521227,15.1,179847.0
521228,16.6,179847.0
521229,17.8,179847.0
521230,18.7,179847.0
521235,17.0,179847.0
521241,18.7,179847.0
521245,18.7,179847.0
521246,18.3,179847.0
521247,18.9,179847.0
521250,13.2,179847.0
521256,15.6,179847.0
521260,14.0,179847.0
521261,15.6,179847.0
521263,16.6,179847.0
521286,15.6,179847.0
521301,18.3,179847.0
521311,18.6,179847.0
521312,17.8,179847.0
521321,17.0,179847.0
521322,17.6,179847.0
521323,17.4,179847.0
521324,17.8,179847.0
521325,18.2,179847.0
521326,18.2,179847.0
521327,16.9,179847.0
521328,17.7,179847.0
521329,18.9,179847.0
521330,19.6,179847.0
521331,19.7,179847.0
521332,19.4,179847.0
521333,17.2,179847.0
521340,16.6,179847.0
521343,18.6,179847.0
521344,18.5,179847.0
521345,18.5,179847.0
521356,18.4,179847.0
521366,15.3,179847.0
521369,18.0,179847.0
521390,18.5,179847.0
521401,18.1,179847.0
521402,19.1,179847.0
521403,18.4,179847.0
521456,18.6,179847.0
521457,18.9,179847.0
522001,19.0,179847.0
522002,19.8,179847.0
522003,19.0,179847.0
522004,19.3,179847.0
522005,19.6,179847.0
522006,20.5,179847.0
522007,20.9,179847.0
522009,21.3,179847.0
522015,19.3,179847.0
522016,19.2,179847.0
522017,20.9,179847.0
522018,19.9,179847.0
522019,19.7,179847.0
522020,20.7,179847.0
522034,20.7,179847.0
522101,19.1,179847.0
522102,19.3,179847.0
522111,19.1,179847.0
522112,19.3,179847.0
522113,19.5,179847.0
522124,20.2,179847.0
522201,20.0,179847.0
522202,21.3,179847.0
522211,21.3,179847.0
522212,21.3,179847.0
522213,21.5,179847.0
522233,21.3,179847.0
522234,21.3,179847.0
522235,21.5,179847.0
522236,21.1,179847.0
522237,21.2,179847.0
522256,21.0,179847.0
522257,21.2,179847.0
522258,21.1,179847.0
522259,20.9,179847.0
522261,20.9,179847.0
522262,21.9,179847.0
522264,22.4,179847.0
522265,21.6,179847.0
522268,21.4,179847.0
522301,21.5,179847.0
522302,21.4,179847.0
522303,21.9,179847.0
522304,22.9,179847.0
522305,21.6,179847.0
522306,21.5,179847.0
522308,22.8,179847.0
522309,22.1,179847.0
522310,21.6,179847.0
522311,22.1,179847.0
522312,21.8,179847.0
522313,21.3,179847.0
522314,21.7,179847.0
522315,21.5,179847.0
522316,21.5,179847.0
522317,20.9,179847.0
522318,21.1,179847.0
522324,21.1,179847.0
522325,21.6,179847.0
522329,22.6,179847.0
522330,22.0,179847.0
522341,22.1,179847.0
522401,21.8,179847.0
522402,21.4,179847.0
522403,21.6,179847.0
522408,21.3,179847.0
522409,21.0,179847.0
522410,21.4,179847.0
522411,21.2,179847.0
522412,22.3,179847.0
522413,21.5,179847.0
522414,21.4,179847.0
522415,21.5,179847.0
522421,21.3,179847.0
522426,21.4,179847.0
522435,21.3,179847.0
522436,21.1,179847.0
522437,20.9,179847.0
522438,21.1,179847.0
522439,21.2,179847.0
522501,21.0,179847.0
522502,21.2,179847.0
522503,21.0,179847.0
522508,20.9,179847.0
522509,20.9,179847.0
522510,20.8,179847.0
522529,22.4,179847.0
522549,20.8,179847.0
522601,20.6,179847.0
522603,20.9,179847.0
522611,20.9,179847.0
522612,20.8,179847.0
522613,20.7,179847.0
522614,20.7,179847.0
522615,20.6,179847.0
522616,22.3,179847.0
522617,21.3,179847.0
522619,21.1,179847.0
522626,21.1,179847.0
522646,20.9,179847.0
522647,21.0,179847.0
522649,21.1,179847.0
522657,21.5,179847.0
522658,20.3,179847.0
522659,21.0,179847.0
522660,20.1,179847.0
522661,20.0,179847.0
522663,20.4,179847.0
523001,20.7,179847.0
523002,21.0,179847.0
523101,18.8,179847.0
523104,19.8,179847.0
523105,19.2,179847.0
523108,19.7,179847.0
523109,19.8,179847.0
523110,19.4,179847.0
523111,19.6,179847.0
523112,19.6,179847.0
523113,19.9,179847.0
523114,19.9,179847.0
523115,21.0,179847.0
523116,20.3,179847.0
523117,20.8,179847.0
523135,20.6,179847.0
523155,20.4,179847.0
523157,20.1,179847.0
523165,20.1,179847.0
523166,20.0,179847.0
523167,19.9,179847.0
523168,20.1,179847.0
523169,20.0,179847.0
523170,20.5,179847.0
523171,20.6,179847.0
523180,20.4,179847.0
523181,20.1,179847.0
523182,19.7,179847.0
523183,20.0,179847.0
523184,19.7,179847.0
523185,20.0,179847.0
523186,20.7,179847.0
523187,20.2,179847.0
523190,19.8,179847.0
523201,20.8,179847.0
523211,19.7,179847.0
523212,20.6,179847.0
523213,19.8,179847.0
523214,19.8,179847.0
523223,19.7,179847.0
523224,20.6,179847.0
523225,20.5,179847.0
523226,20.7,179847.0
523227,20.2,179847.0
523228,20.6,179847.0
523230,19.3,179847.0
523240,19.5,179847.0
523241,19.3,179847.0
523245,19.7,179847.0
523246,19.4,179847.0
523247,19.4,179847.0
523252,19.4,179847.0
523253,19.6,179847.0
523254,19.4,179847.0
523260,19.0,179847.0
523261,19.6,179847.0
523263,19.8,179847.0
523264,18.9,179847.0
523265,19.2,179847.0
523270,18.9,179847.0
523271,18.9,179847.0
523272,18.7,179847.0
523273,19.1,179847.0
523274,19.0,179847.0
523279,18.9,179847.0
523280,18.7,179847.0
523281,18.8,179847.0
523286,18.9,179847.0
523291,19.0,179847.0
523292,18.9,179847.0
523301,23.3,179847.0
523302,22.5,179847.0
523303,23.5,179847.0
523304,22.9,179847.0
523305,20.9,179847.0
523315,21.2,179847.0
523316,21.2,179847.0
523320,21.8,179847.0
523326,22.4,179847.0
523327,22.3,179847.0
523328,23.0,179847.0
523329,21.6,179847.0
523330,20.5,179847.0
523331,21.1,179847.0
523332,19.2,179847.0
523333,19.5,179847.0
523334,21.6,179847.0
523335,21.1,179847.0
523336,20.7,179847.0
523346,21.3,179847.0
523356,22.8,179847.0
523357,22.0,179847.0
523367,23.4,179847.0
523368,21.7,179847.0
523369,22.1,179847.0
523370,21.3,179847.0
523371,22.1,179847.0
523372,22.0,179847.0
523373,22.2,179847.0
524001,22.1,179847.0
524002,22.3,179847.0
524003,22.3,179847.0
524004,22.3,179847.0
524005,22.1,179847.0
524101,20.5,179847.0
524121,19.6,179847.0
524123,19.5,179847.0
524124,19.8,179847.0
524126,19.4,179847.0
524127,19.6,179847.0
524129,19.2,179847.0
524131,19.2,179847.0
524132,19.3,179847.0
524134,19.4,179847.0
524137,19.2,179847.0
524142,19.1,179847.0
524152,19.1,179847.0
524201,19.2,179847.0
524203,19.0,179847.0
524221,19.4,179847.0
524222,19.7,179847.0
524223,19.5,179847.0
524224,19.9,179847.0
524225,20.1,179847.0
524226,20.2,179847.0
524227,20.2,179847.0
524228,18.6,179847.0
524230,18.8,179847.0
524234,18.8,179847.0
524236,19.1,179847.0
524239,18.5,179847.0
524240,18.6,179847.0
524302,18.4,179847.0
524303,19.1,179847.0
524304,18.1,179847.0
524305,17.9,179847.0
524306,18.8,179847.0
524307,18.8,179847.0
524308,17.9,179847.0
524309,18.7,179847.0
524310,18.0,179847.0
524312,18.1,179847.0
524313,18.0,179847.0
524314,18.3,179847.0
524315,17.7,179847.0
524316,17.7,179847.0
524317,17.7,179847.0
524318,17.7,179847.0
524319,17.2,179847.0
524320,17.6,179847.0
524321,16.6,179847.0
524322,17.5,179847.0
524323,17.1,179847.0
524341,17.4,179847.0
524342,17.2,179847.0
524343,18.0,179847.0
524344,15.9,179847.0
524345,17.8,179847.0
524346,17.7,179847.0
524366,17.8,179847.0
524401,15.9,179847.0
524402,15.9,179847.0
524403,17.5,179847.0
524404,17.9,179847.0
524405,17.6,179847.0
524406,19.6,179847.0
524407,19.6,179847.0
524408,19.6,179847.0
524409,19.5,179847.0
524410,19.6,179847.0
524411,19.4,179847.0
524412,19.5,179847.0
524413,19.3,179847.0
524414,19.2,179847.0
524415,19.3,179847.0
524421,19.3,179847.0
530001,19.3,179847.0
530002,19.4,179847.0
530003,19.6,179847.0
530004,19.8,179847.0
530005,20.1,179847.0
530007,19.8,179847.0
530008,19.6,179847.0
530009,19.5,179847.0
530011,19.9,179847.0
530012,19.7,179847.0
530013,16.4,179847.0
530014,15.7,179847.0
530016,20.2,179847.0
530017,20.1,179847.0
530018,15.6,179847.0
530020,15.4,179847.0
530022,15.9,179847.0
530024,15.6,179847.0
530026,15.8,179847.0
530027,17.7,179847.0
530029,15.5,179847.0
530031,15.1,179847.0
530032,14.8,179847.0
530040,19.3,179847.0
530041,15.7,179847.0
530043,19.2,179847.0
530044,20.8,179847.0
530045,20.8,179847.0
530046,20.8,179847.0
530047,20.9,179847.0
530048,21.1,179847.0
530049,20.2,179847.0
530051,20.8,179847.0
530052,20.2,179847.0
530053,19.9,179847.0
531001,20.6,179847.0
531002,19.8,179847.0
531011,20.0,179847.0
531019,20.1,179847.0
531020,16.3,179847.0
531021,16.2,179847.0
531022,19.9,179847.0
531023,15.9,179847.0
531024,16.0,179847.0
531025,15.9,179847.0
531026,16.0,179847.0
531027,16.2,179847.0
531028,16.4,179847.0
531029,16.3,179847.0
531030,16.5,179847.0
531031,16.5,179847.0
531032,16.1,179847.0
531033,14.1,179847.0
531034,17.8,179847.0
531035,18.7,179847.0
531036,20.3,179847.0
531040,17.3,179847.0
531055,17.7,179847.0
531060,18.0,179847.0
531061,18.9,179847.0
531075,17.5,179847.0
531077,16.7,179847.0
531081,17.2,179847.0
531082,17.3,179847.0
531083,17.3,179847.0
531084,17.6,179847.0
531085,19.2,179847.0
531087,18.0,179847.0
531105,18.8,179847.0
531111,20.5,179847.0
531113,20.0,179847.0
531114,20.1,179847.0
531115,21.4,179847.0
531116,20.8,179847.0
531117,19.0,179847.0
531118,19.5,179847.0
531126,20.3,179847.0
531127,20.3,179847.0
531133,20.3,179847.0
531149,20.3,179847.0
531151,20.3,179847.0
531162,20.3,179847.0
531163,20.5,179847.0
531173,20.3,179847.0
531219,20.3,179847.0
532001,20.3,179847.0
532005,20.2,179847.0
532122,20.7,179847.0
532123,20.3,179847.0
532127,20.5,179847.0
532148,20.8,179847.0
532168,21.2,179847.0
532186,20.3,179847.0
532190,20.7,179847.0
532195,21.6,179847.0
532201,22.1,179847.0
532203,21.3,179847.0
532211,21.1,179847.0
532212,19.6,179847.0
532213,19.2,179847.0
532214,20.8,179847.0
532215,19.4,179847.0
532216,20.8,179847.0
532218,20.8,179847.0
532219,21.4,179847.0
532220,21.5,179847.0
532221,21.1,179847.0
532222,20.2,179847.0
532242,20.1,179847.0
532243,20.6,179847.0
532263,20.2,179847.0
532264,21.2,179847.0
532284,18.5,179847.0
532290,20.7,179847.0
532291,23.2,179847.0
532292,22.1,179847.0
532312,21.7,179847.0
532322,20.8,179847.0
532401,20.4,179847.0
532402,21.1,179847.0
532403,19.9,179847.0
532404,21.9,179847.0
532405,21.1,179847.0
532406,20.3,179847.0
532407,21.0,179847.0
532408,21.1,179847.0
532409,20.9,179847.0
532410,21.0,179847.0
532421,21.7,179847.0
532425,21.2,179847.0
532426,21.4,179847.0
532427,21.4,179847.0
532428,21.1,179847.0
532429,21.3,179847.0
532430,19.8,179847.0
532432,20.3,179847.0
532440,19.6,179847.0
532443,19.3,179847.0
532445,18.7,179847.0
532455,17.5,179847.0
532456,18.4,179847.0
532457,18.5,179847.0
532458,18.0,179847.0
532459,18.0,179847.0
532460,17.8,179847.0
532461,17.9,179847.0
532462,18.6,179847.0
532474,18.7,179847.0
532484,19.7,179847.0
533001,19.1,179847.0
533002,19.4,179847.0
533003,20.3,179847.0
533004,20.2,179847.0
533005,19.6,179847.0
533006,19.9,179847.0
533016,20.4,179847.0
533101,17.3,179847.0
533102,20.5,179847.0
533103,18.0,179847.0
533104,17.6,179847.0
533105,20.6,179847.0
533106,19.9,179847.0
533107,20.0,179847.0
533124,20.4,179847.0
533125,20.3,179847.0
533126,20.8,179847.0
533201,20.2,179847.0
533210,20.7,179847.0
533211,20.7,179847.0
533212,21.0,179847.0
533213,21.1,179847.0
533214,21.2,179847.0
533215,20.3,179847.0
533216,20.4,179847.0
533217,20.4,179847.0
533218,20.4,179847.0
533220,20.5,179847.0
533221,20.5,179847.0
533222,20.5,179847.0
533223,21.0,179847.0
533228,20.2,179847.0
533229,21.1,179847.0
533232,21.1,179847.0
533233,20.5,179847.0
533234,20.8,179847.0
533235,20.4,179847.0
533236,20.4,179847.0
533237,20.7,179847.0
533238,21.2,179847.0
533239,21.1,179847.0
533240,19.2,179847.0
533241,21.0,179847.0
533242,20.5,179847.0
533244,19.0,179847.0
533247,19.3,179847.0
533248,19.2,179847.0
533249,19.1,179847.0
533250,19.4,179847.0
533251,19.3,179847.0
533252,19.3,179847.0
533253,19.1,179847.0
533254,19.2,179847.0
533255,19.6,179847.0
533256,19.3,179847.0
533260,19.2,179847.0
533261,19.0,179847.0
533262,19.0,179847.0
533263,21.1,179847.0
533264,21.0,179847.0
533274,20.9,179847.0
533284,20.8,179847.0
533285,21.2,179847.0
533286,21.1,179847.0
533287,20.7,179847.0
533288,21.0,179847.0
533289,20.4,179847.0
533290,20.5,179847.0
533291,20.7,179847.0
533292,21.1,179847.0
533293,21.1,179847.0
533294,20.9,179847.0
533295,21.0,179847.0
533296,20.9,179847.0
533297,21.1,179847.0
533305,21.1,179847.0
533306,21.1,179847.0
533307,20.9,179847.0
533308,20.7,179847.0
533340,20.7,179847.0
533341,20.6,179847.0
533342,21.1,179847.0
533343,21.3,179847.0
533344,21.3,179847.0
533345,21.0,179847.0
533346,21.2,179847.0
533401,21.0,179847.0
533406,20.8,179847.0
533407,20.9,179847.0
533408,20.5,179847.0
533428,21.0,179847.0
533429,20.6,179847.0
533430,21.2,179847.0
533431,20.4,179847.0
533432,20.9,179847.0
533433,20.6,179847.0
533434,20.4,179847.0
533435,20.6,179847.0
533436,20.5,179847.0
533437,20.8,179847.0
533440,20.8,179847.0
533444,20.8,179847.0
533445,21.0,179847.0
533446,21.3,179847.0
533447,21.2,179847.0
533448,21.4,179847.0
533449,20.6,179847.0
533450,20.7,179847.0
533461,20.5,179847.0
533462,20.4,179847.0
533463,20.8,179847.0
533468,21.3,179847.0
533483,21.3,179847.0
533577,21.3,179847.0
534001,21.3,179847.0
534002,21.3,179847.0
534003,20.6,179847.0
534004,21.4,179847.0
534005,21.2,179847.0
534006,21.2,179847.0
534007,19.3,179847.0
534101,21.4,179847.0
534102,21.3,179847.0
534111,21.2,179847.0
534112,20.6,179847.0
534122,20.5,179847.0
534123,21.9,179847.0
534124,20.6,179847.0
534126,19.4,179847.0
534134,20.3,179847.0
534145,20.4,179847.0
534146,20.2,179847.0
534156,19.6,179847.0
534165,19.4,179847.0
534166,19.5,179847.0
534176,19.5,179847.0
534186,19.4,179847.0
534195,19.4,179847.0
534196,19.4,179847.0
534197,19.4,179847.0
534198,19.5,179847.0
534199,19.4,179847.0
534201,19.4,179847.0
534202,19.4,179847.0
534204,19.3,179847.0
534206,20.3,179847.0
534207,21.2,179847.0
534208,20.3,179847.0
534209,19.4,179847.0
534210,19.4,179847.0
534211,19.3,179847.0
534215,20.4,179847.0
534216,21.2,179847.0
534217,21.1,179847.0
534218,21.1,179847.0
534222,21.1,179847.0
534225,21.0,179847.0
534227,21.1,179847.0
534230,19.3,179847.0
534235,19.4,179847.0
534236,20.9,179847.0
534237,20.8,179847.0
534238,19.4,179847.0
534239,20.9,179847.0
534240,21.7,179847.0
534243,21.0,179847.0
534244,19.4,179847.0
534245,21.0,179847.0
534247,19.3,179847.0
534250,21.1,179847.0
534260,20.9,179847.0
534265,21.0,179847.0
534266,20.9,179847.0
534267,20.8,179847.0
534268,20.7,179847.0
534269,20.8,179847.0
534275,21.0,179847.0
534280,20.9,179847.0
534281,20.9,179847.0
534301,20.8,179847.0
534302,20.8,179847.0
534305,20.8,179847.0
534311,19.4,179847.0
534312,19.3,179847.0
534313,21.1,179847.0
534315,21.0,179847.0
534316,19.4,179847.0
534318,21.1,179847.0
534320,21.1,179847.0
534324,20.9,179847.0
534326,20.3,179847.0
534327,20.4,179847.0
534328,20.4,179847.0
534329,20.3,179847.0
534330,20.4,179847.0
534331,20.3,179847.0
534338,20.2,179847.0
534340,20.2,179847.0
534341,20.2,179847.0
534342,20.1,179847.0
534401,20.2,179847.0
534406,22.0,179847.0
534411,20.1,179847.0
534416,20.1,179847.0
534425,20.1,179847.0
534426,20.1,179847.0
534427,22.1,179847.0
534432,20.2,179847.0
534437,22.0,179847.0
534442,20.3,179847.0
534447,21.9,179847.0
534448,21.9,179847.0
534449,21.9,179847.0
534450,21.9,179847.0
534451,21.6,179847.0
534452,22.1,179847.0
534455,21.9,179847.0
534456,20.2,179847.0
534460,21.6,179847.0
534461,21.9,179847.0
534462,21.9,179847.0
534467,22.1,179847.0
534475,20.7,179847.0
535001,21.6,179847.0
535002,21.9,179847.0
535003,21.6,179847.0
535004,21.5,179847.0
535005,21.5,179847.0
535006,20.7,179847.0
535101,22.2,179847.0
535102,21.6,179847.0
535124,20.5,179847.0
535125,20.5,179847.0
535126,20.5,179847.0
535128,19.6,179847.0
535145,19.6,179847.0
535148,18.9,179847.0
535160,19.2,179847.0
535161,19.4,179847.0
535183,19.4,179847.0
535204,19.4,179847.0
535213,19.4,179847.0
535214,19.4,179847.0
535215,19.4,179847.0
535216,19.4,179847.0
535217,19.5,179847.0
535218,19.4,179847.0
535220,19.4,179847.0
535221,19.4,179847.0
535240,19.5,179847.0
535250,19.6,179847.0
535260,19.5,179847.0
535270,19.5,179847.0
535273,19.4,179847.0
535280,19.4,179847.0
535281,19.5,179847.0
535463,19.5,179847.0
535501,19.4,179847.0
535502,19.5,179847.0
535521,19.4,179847.0
535522,19.4,179847.0
535523,19.2,179847.0
535524,19.3,179847.0
535525,19.1,179847.0
535526,19.4,179847.0
535527,19.3,179847.0
535534,19.5,179847.0
535546,19.5,179847.0
535547,19.4,179847.0
535557,19.0,179847.0
535558,25.0,179847.0
535559,21.1,179847.0
535568,29.0,179847.0
535573,21.6,179847.0
535578,29.2,179847.0
535579,29.6,179847.0
535580,28.0,179847.0
535581,29.4,179847.0
535591,24.7,179847.0
535592,29.4,179847.0
535593,26.1,179847.0
535594,25.6,179847.0
781001,28.6,220000.0
781003,21.9,220000.0
781004,21.7,220000.0
781005,24.1,220000.0
781006,27.5,220000.0
781007,25.1,220000.0
781008,22.5,220000.0
781009,23.1,220000.0
781010,20.4,220000.0
781011,20.1,220000.0
781012,20.3,220000.0
781013,18.6,220000.0
781014,18.8,220000.0
781015,20.4,220000.0
781016,20.2,220000.0
781017,20.6,220000.0
781018,20.3,220000.0
781019,20.0,220000.0
781020,19.8,220000.0
781021,19.9,220000.0
781022,20.2,220000.0
781023,19.6,220000.0
781024,19.6,220000.0
781025,18.7,220000.0
781026,20.4,220000.0
781027,18.3,220000.0
781028,19.0,220000.0
781029,19.0,220000.0
781030,20.2,220000.0
781031,18.6,220000.0
781032,20.3,220000.0
781034,20.4,220000.0
781035,18.2,220000.0
781036,19.7,220000.0
781037,18.5,220000.0
781038,18.7,220000.0
781039,18.9,220000.0
781040,20.0,220000.0
781101,19.9,220000.0
781102,20.5,220000.0
781103,20.7,220000.0
781104,20.4,220000.0
781120,20.3,220000.0
781121,20.2,220000.0
781122,15.1,220000.0
781123,18.3,220000.0
781124,20.8,220000.0
781125,20.9,220000.0
781126,21.7,220000.0
781127,18.7,220000.0
781128,21.2,220000.0
781129,20.8,220000.0
781131,19.8,220000.0
781132,20.7,220000.0
781133,20.8,220000.0
781134,20.8,220000.0
781135,19.9,220000.0
781136,20.7,220000.0
781138,21.2,220000.0
781141,20.4,220000.0
781150,20.6,220000.0
781171,20.6,220000.0
781301,19.8,220000.0
781302,22.0,220000.0
781303,21.3,220000.0
781304,20.9,220000.0
781305,21.0,220000.0
781306,22.1,220000.0
781307,22.5,220000.0
781308,21.5,220000.0
781309,22.4,220000.0
781310,21.1,220000.0
781311,18.5,220000.0
781312,18.0,220000.0
781313,17.8,220000.0
781314,18.1,220000.0
781315,17.6,220000.0
781316,18.2,220000.0
781317,18.1,220000.0
781318,17.6,220000.0
781319,18.2,220000.0
781321,18.5,220000.0
781325,17.0,220000.0
781326,17.4,220000.0
781327,16.8,220000.0
781328,17.1,220000.0
781329,14.6,220000.0
781330,14.9,220000.0
781333,14.5,220000.0
781334,14.1,220000.0
781335,13.2,220000.0
781337,13.8,220000.0
781338,16.2,220000.0
781339,14.6,220000.0
781340,13.1,220000.0
781341,14.4,220000.0
781343,14.1,220000.0
781344,13.8,220000.0
781346,13.9,220000.0
781347,15.5,220000.0
781348,14.5,220000.0
781349,14.3,220000.0
781350,15.2,220000.0
781351,15.2,220000.0
781352,14.2,220000.0
781353,15.2,220000.0
781354,14.1,220000.0
781355,14.2,220000.0
781360,15.0,220000.0
781364,15.1,220000.0
781365,14.4,220000.0
781366,15.5,220000.0
781367,16.2,220000.0
781368,15.9,220000.0
781369,15.3,220000.0
781370,19.2,220000.0
781371,18.8,220000.0
781373,19.3,220000.0
781374,18.9,220000.0
781375,19.2,220000.0
781376,19.2,220000.0
781377,19.5,220000.0
781378,19.2,220000.0
781380,19.2,220000.0
781381,18.8,220000.0
781382,18.8,220000.0
782001,19.1,220000.0
782002,19.4,220000.0
782003,18.8,220000.0
782101,18.8,220000.0
782102,18.8,220000.0
782103,18.8,220000.0
782120,18.2,220000.0
782122,18.1,220000.0
782123,17.8,220000.0
782124,19.3,220000.0
782125,19.4,220000.0
782135,19.5,220000.0
782136,15.2,220000.0
782137,15.0,220000.0
782138,15.1,220000.0
782139,15.8,220000.0
782140,15.0,220000.0
782142,15.0,220000.0
782143,16.8,220000.0
782144,16.9,220000.0
782401,14.8,220000.0
782402,16.9,220000.0
782403,15.7,220000.0
782425,15.7,220000.0
782426,15.0,220000.0
782427,16.7,220000.0
782428,14.8,220000.0
782429,15.0,220000.0
782435,14.9,220000.0
782439,14.7,220000.0
782440,15.7,220000.0
782441,14.8,220000.0
782442,15.7,220000.0
782445,14.9,220000.0
782446,14.9,220000.0
782447,14.9,220000.0
782448,14.9,220000.0
782450,13.9,220000.0
782460,13.0,220000.0
782461,13.4,220000.0
782462,12.8,220000.0
782470,13.5,220000.0
782480,13.6,220000.0
782481,16.0,220000.0
782482,15.9,220000.0
782485,15.1,220000.0
782486,15.8,220000.0
782490,14.4,220000.0
783101,13.1,220000.0
783120,15.7,220000.0
783122,15.8,220000.0
783123,15.2,220000.0
783124,15.9,220000.0
783125,13.2,220000.0
783126,13.6,220000.0
783127,13.5,220000.0
783128,14.4,220000.0
783129,14.6,220000.0
783130,14.9,220000.0
783131,14.2,220000.0
783132,13.6,220000.0
783133,13.6,220000.0
783134,13.3,220000.0
