pincode,state,district,psu_branch_count
626102,TAMIL NADU,VIRUDHUNAGAR,1
626105,TAMIL NADU,VIRUDHUNAGAR,1
626106,TAMIL NADU,VIRUDHUNAGAR,4
626107,TAMIL NADU,VIRUDHUNAGAR,1
626108,TAMIL NADU,VIRUDHUNAGAR,1
626109,TAMIL NADU,VIRUDHUNAGAR,1
626110,TAMIL NADU,VIRUDHUNAGAR,2
626112,TAMIL NADU,VIRUDHUNAGAR,1
626113,TAMIL NADU,VIRUDHUNAGAR,1
626114,TAMIL NADU,VIRUDHUNAGAR,1
626116,TAMIL NADU,VIRUDHUNAGAR,1
626117,TAMIL NADU,VIRUDHUNAGAR,14
626118,TAMIL NADU,VIRUDHUNAGAR,1
626121,TAMIL NADU,VIRUDHUNAGAR,2
626122,TAMIL NADU,VIRUDHUNAGAR,1
626123,TAMIL NADU,VIRUDHUNAGAR,14
626124,TAMIL NADU,VIRUDHUNAGAR,2
626125,TAMIL NADU,VIRUDHUNAGAR,5
626127,TAMIL NADU,VIRUDHUNAGAR,1
626128,TAMIL NADU,VIRUDHUNAGAR,2
626129,TAMIL NADU,VIRUDHUNAGAR,3
626130,TAMIL NADU,VIRUDHUNAGAR,3
626131,TAMIL NADU,VIRUDHUNAGAR,1
626132,TAMIL NADU,VIRUDHUNAGAR,3
626135,TAMIL NADU,VIRUDHUNAGAR,1
626136,TAMIL NADU,VIRUDHUNAGAR,1
626137,TAMIL NADU,VIRUDHUNAGAR,2
626138,TAMIL NADU,VIRUDHUNAGAR,1
626140,TAMIL NADU,VIRUDHUNAGAR,2
626141,TAMIL NADU,VIRUDHUNAGAR,1
626142,TAMIL NADU,VIRUDHUNAGAR,1
626149,TAMIL NADU,VIRUDHUNAGAR,1
626188,TAMIL NADU,VIRUDHUNAGAR,3
626189,TAMIL NADU,VIRUDHUNAGAR,5
626201,TAMIL NADU,VIRUDHUNAGAR,1
626203,TAMIL NADU,VIRUDHUNAGAR,7
626204,TAMIL NADU,VIRUDHUNAGAR,1
626607,TAMIL NADU,VIRUDHUNAGAR,2
626612,TAMIL NADU,VIRUDHUNAGAR,1
504001,TELANGANA,ADILABAD,18
504002,TELANGANA,ADILABAD,2
504304,TELANGANA,ADILABAD,2
504307,TELANGANA,ADILABAD,2
504308,TELANGANA,ADILABAD,2
504309,TELANGANA,ADILABAD,3
504311,TELANGANA,ADILABAD,1
504312,TELANGANA,ADILABAD,1
504323,TELANGANA,ADILABAD,1
504325,TELANGANA,ADILABAD,1
504328,TELANGANA,ADILABAD,1
504329,TELANGANA,ADILABAD,1
504346,TELANGANA,ADILABAD,2
507101,TELANGANA,BHADRADRI (KOTHAGUDEM),20
507103,TELANGANA,BHADRADRI (KOTHAGUDEM),1
507111,TELANGANA,BHADRADRI (KOTHAGUDEM),9
507114,TELANGANA,BHADRADRI (KOTHAGUDEM),3
507115,TELANGANA,BHADRADRI (KOTHAGUDEM),8
507116,TELANGANA,BHADRADRI (KOTHAGUDEM),2
507117,TELANGANA,BHADRADRI (KOTHAGUDEM),5
507118,TELANGANA,BHADRADRI (KOTHAGUDEM),1
507119,TELANGANA,BHADRADRI (KOTHAGUDEM),2
507120,TELANGANA,BHADRADRI (KOTHAGUDEM),2
507123,TELANGANA,BHADRADRI (KOTHAGUDEM),5
507124,TELANGANA,BHADRADRI (KOTHAGUDEM),3
507125,TELANGANA,BHADRADRI (KOTHAGUDEM),1
507128,TELANGANA,BHADRADRI (KOTHAGUDEM),2
507133,TELANGANA,BHADRADRI (KOTHAGUDEM),2
507137,TELANGANA,BHADRADRI (KOTHAGUDEM),1
507140,TELANGANA,BHADRADRI (KOTHAGUDEM),1
507154,TELANGANA,BHADRADRI (KOTHAGUDEM),1
507166,TELANGANA,BHADRADRI (KOTHAGUDEM),2
507301,TELANGANA,BHADRADRI (KOTHAGUDEM),8
507306,TELANGANA,BHADRADRI (KOTHAGUDEM),2
507316,TELANGANA,BHADRADRI (KOTHAGUDEM),1
505102,TELANGANA,HANUMAKONDA,3
505471,TELANGANA,HANUMAKONDA,3
505476,TELANGANA,HANUMAKONDA,1
505497,TELANGANA,HANUMAKONDA,1
506001,TELANGANA,HANUMAKONDA,40
506003,TELANGANA,HANUMAKONDA,9
506004,TELANGANA,HANUMAKONDA,2
506006,TELANGANA,HANUMAKONDA,4
506009,TELANGANA,HANUMAKONDA,4
506010,TELANGANA,HANUMAKONDA,1
506011,TELANGANA,HANUMAKONDA,4
506015,TELANGANA,HANUMAKONDA,7
506142,TELANGANA,HANUMAKONDA,7
506164,TELANGANA,HANUMAKONDA,5
506310,TELANGANA,HANUMAKONDA,2
506319,TELANGANA,HANUMAKONDA,1
506342,TELANGANA,HANUMAKONDA,5
506370,TELANGANA,HANUMAKONDA,2
506371,TELANGANA,HANUMAKONDA,2
509009,TELANGANA,HANUMAKONDA,1
566001,TELANGANA,HANUMAKONDA,1
000003,TELANGANA,HYDERABAD,1
500001,TELANGANA,HYDERABAD,47
500002,TELANGANA,HYDERABAD,14
500003,TELANGANA,HYDERABAD,50
500004,TELANGANA,HYDERABAD,36
500005,TELANGANA,HYDERABAD,8
500006,TELANGANA,HYDERABAD,2
500007,TELANGANA,HYDERABAD,16
500008,TELANGANA,HYDERABAD,25
500009,TELANGANA,HYDERABAD,8
500011,TELANGANA,HYDERABAD,13
500012,TELANGANA,HYDERABAD,11
500013,TELANGANA,HYDERABAD,16
500015,TELANGANA,HYDERABAD,19
500016,TELANGANA,HYDERABAD,18
500017,TELANGANA,HYDERABAD,7
500018,TELANGANA,HYDERABAD,22
500020,TELANGANA,HYDERABAD,20
500022,TELANGANA,HYDERABAD,1
500023,TELANGANA,HYDERABAD,2
500024,TELANGANA,HYDERABAD,6
500025,TELANGANA,HYDERABAD,7
500026,TELANGANA,HYDERABAD,18
500027,TELANGANA,HYDERABAD,11
500028,TELANGANA,HYDERABAD,22
500029,TELANGANA,HYDERABAD,31
500031,TELANGANA,HYDERABAD,2
500033,TELANGANA,HYDERABAD,29
500034,TELANGANA,HYDERABAD,39
500035,TELANGANA,HYDERABAD,20
500036,TELANGANA,HYDERABAD,16
500038,TELANGANA,HYDERABAD,19
500044,TELANGANA,HYDERABAD,16
500045,TELANGANA,HYDERABAD,4
500048,TELANGANA,HYDERABAD,13
500053,TELANGANA,HYDERABAD,3
500057,TELANGANA,HYDERABAD,4
500058,TELANGANA,HYDERABAD,6
500059,TELANGANA,HYDERABAD,17
500060,TELANGANA,HYDERABAD,20
500061,TELANGANA,HYDERABAD,3
500063,TELANGANA,HYDERABAD,1
500064,TELANGANA,HYDERABAD,3
500065,TELANGANA,HYDERABAD,2
500066,TELANGANA,HYDERABAD,3
500073,TELANGANA,HYDERABAD,9
500080,TELANGANA,HYDERABAD,7
500082,TELANGANA,HYDERABAD,22
500095,TELANGANA,HYDERABAD,13
500096,TELANGANA,HYDERABAD,2
500117,TELANGANA,HYDERABAD,1
500195,TELANGANA,HYDERABAD,4
500253,TELANGANA,HYDERABAD,2
500264,TELANGANA,HYDERABAD,1
500265,TELANGANA,HYDERABAD,1
500267,TELANGANA,HYDERABAD,1
500334,TELANGANA,HYDERABAD,1
500361,TELANGANA,HYDERABAD,2
500380,TELANGANA,HYDERABAD,1
500457,TELANGANA,HYDERABAD,2
500482,TELANGANA,HYDERABAD,3
500605,TELANGANA,HYDERABAD,1
500873,TELANGANA,HYDERABAD,1
500875,TELANGANA,HYDERABAD,1
500890,TELANGANA,HYDERABAD,1
520095,TELANGANA,HYDERABAD,1
505237,TELANGANA,JAGITIAL,1
505306,TELANGANA,JAGITIAL,1
505321,TELANGANA,JAGITIAL,1
505325,TELANGANA,JAGITIAL,8
505326,TELANGANA,JAGITIAL,4
505327,TELANGANA,JAGITIAL,14
505331,TELANGANA,JAGITIAL,3
505425,TELANGANA,JAGITIAL,2
505450,TELANGANA,JAGITIAL,2
505452,TELANGANA,JAGITIAL,2
505453,TELANGANA,JAGITIAL,1
505454,TELANGANA,JAGITIAL,1
505455,TELANGANA,JAGITIAL,2
505460,TELANGANA,JAGITIAL,4
505501,TELANGANA,JAGITIAL,3
505526,TELANGANA,JAGITIAL,2
505532,TELANGANA,JAGITIAL,3
506143,TELANGANA,JANGAON,2
506144,TELANGANA,JANGAON,5
506145,TELANGANA,JANGAON,2
506167,TELANGANA,JANGAON,14
506201,TELANGANA,JANGAON,1
506221,TELANGANA,JANGAON,1
506222,TELANGANA,JANGAON,2
506244,TELANGANA,JANGAON,3
506252,TELANGANA,JANGAON,1
505503,TELANGANA,JAYASHANKAR (BHUPALPALLI),2
505504,TELANGANA,JAYASHANKAR (BHUPALPALLI),2
506168,TELANGANA,JAYASHANKAR (BHUPALPALLI),3
506169,TELANGANA,JAYASHANKAR (BHUPALPALLI),9
506348,TELANGANA,JAYASHANKAR (BHUPALPALLI),1
506356,TELANGANA,JAYASHANKAR (BHUPALPALLI),2
506366,TELANGANA,JAYASHANKAR (BHUPALPALLI),1
606163,TELANGANA,JAYASHANKAR (BHUPALPALLI),1
509125,TELANGANA,JOGULAMBA (GADWAL),14
509126,TELANGANA,JOGULAMBA (GADWAL),3
509127,TELANGANA,JOGULAMBA (GADWAL),2
509128,TELANGANA,JOGULAMBA (GADWAL),5
509129,TELANGANA,JOGULAMBA (GADWAL),2
509132,TELANGANA,JOGULAMBA (GADWAL),1
509133,TELANGANA,JOGULAMBA (GADWAL),1
509135,TELANGANA,JOGULAMBA (GADWAL),1
509152,TELANGANA,JOGULAMBA (GADWAL),2
509153,TELANGANA,JOGULAMBA (GADWAL),2
509154,TELANGANA,JOGULAMBA (GADWAL),1
503101,TELANGANA,KAMAREDDY,4
503102,TELANGANA,KAMAREDDY,1
503108,TELANGANA,KAMAREDDY,1
503110,TELANGANA,KAMAREDDY,2
503111,TELANGANA,KAMAREDDY,17
503113,TELANGANA,KAMAREDDY,1
503114,TELANGANA,KAMAREDDY,1
503115,TELANGANA,KAMAREDDY,1
503120,TELANGANA,KAMAREDDY,2
503122,TELANGANA,KAMAREDDY,4
503123,TELANGANA,KAMAREDDY,2
503124,TELANGANA,KAMAREDDY,1
503125,TELANGANA,KAMAREDDY,1
503144,TELANGANA,KAMAREDDY,1
503187,TELANGANA,KAMAREDDY,4
503301,TELANGANA,KAMAREDDY,3
503302,TELANGANA,KAMAREDDY,1
503305,TELANGANA,KAMAREDDY,1
503306,TELANGANA,KAMAREDDY,3
503309,TELANGANA,KAMAREDDY,3
503310,TELANGANA,KAMAREDDY,3
503321,TELANGANA,KAMAREDDY,2
500500,TELANGANA,KARIMNAGAR,1
505001,TELANGANA,KARIMNAGAR,41
505002,TELANGANA,KARIMNAGAR,5
505101,TELANGANA,KARIMNAGAR,1
505122,TELANGANA,KARIMNAGAR,8
505401,TELANGANA,KARIMNAGAR,2
505415,TELANGANA,KARIMNAGAR,5
505445,TELANGANA,KARIMNAGAR,2
505451,TELANGANA,KARIMNAGAR,4
505462,TELANGANA,KARIMNAGAR,2
505466,TELANGANA,KARIMNAGAR,1
505468,TELANGANA,KARIMNAGAR,6
505469,TELANGANA,KARIMNAGAR,4
505470,TELANGANA,KARIMNAGAR,2
505472,TELANGANA,KARIMNAGAR,1
505475,TELANGANA,KARIMNAGAR,2
505481,TELANGANA,KARIMNAGAR,1
505490,TELANGANA,KARIMNAGAR,1
505502,TELANGANA,KARIMNAGAR,2
505505,TELANGANA,KARIMNAGAR,1
505511,TELANGANA,KARIMNAGAR,1
505527,TELANGANA,KARIMNAGAR,2
505530,TELANGANA,KARIMNAGAR,4
505531,TELANGANA,KARIMNAGAR,2
507001,TELANGANA,KHAMMAM,18
507002,TELANGANA,KHAMMAM,22
507003,TELANGANA,KHAMMAM,16
507122,TELANGANA,KHAMMAM,5
507157,TELANGANA,KHAMMAM,2
507158,TELANGANA,KHAMMAM,2
507159,TELANGANA,KHAMMAM,2
507160,TELANGANA,KHAMMAM,3
507161,TELANGANA,KHAMMAM,1
507163,TELANGANA,KHAMMAM,2
507164,TELANGANA,KHAMMAM,3
507165,TELANGANA,KHAMMAM,4
507167,TELANGANA,KHAMMAM,3
507168,TELANGANA,KHAMMAM,1
507169,TELANGANA,KHAMMAM,2
507183,TELANGANA,KHAMMAM,1
507201,TELANGANA,KHAMMAM,3
507202,TELANGANA,KHAMMAM,1
507203,TELANGANA,KHAMMAM,6
507204,TELANGANA,KHAMMAM,2
507208,TELANGANA,KHAMMAM,1
507209,TELANGANA,KHAMMAM,5
507302,TELANGANA,KHAMMAM,1
507303,TELANGANA,KHAMMAM,8
507305,TELANGANA,KHAMMAM,2
507318,TELANGANA,KHAMMAM,1
504292,TELANGANA,KOMRAM BHEEM (ASIFABAD),3
504293,TELANGANA,KOMRAM BHEEM (ASIFABAD),8
504295,TELANGANA,KOMRAM BHEEM (ASIFABAD),1
504296,TELANGANA,KOMRAM BHEEM (ASIFABAD),8
504299,TELANGANA,KOMRAM BHEEM (ASIFABAD),2
504313,TELANGANA,KOMRAM BHEEM (ASIFABAD),1
506101,TELANGANA,MAHABUBABAD,13
506104,TELANGANA,MAHABUBABAD,1
506105,TELANGANA,MAHABUBABAD,2
506112,TELANGANA,MAHABUBABAD,4
506134,TELANGANA,MAHABUBABAD,2
506135,TELANGANA,MAHABUBABAD,2
506163,TELANGANA,MAHABUBABAD,5
506315,TELANGANA,MAHABUBABAD,2
506317,TELANGANA,MAHABUBABAD,1
506324,TELANGANA,MAHABUBABAD,2
506368,TELANGANA,MAHABUBABAD,1
506381,TELANGANA,MAHABUBABAD,2
507210,TELANGANA,MAHABUBABAD,1
507211,TELANGANA,MAHABUBABAD,3
509001,TELANGANA,MAHBUBNAGAR,30
509002,TELANGANA,MAHBUBNAGAR,4
509111,TELANGANA,MAHBUBNAGAR,1
509130,TELANGANA,MAHBUBNAGAR,3
509202,TELANGANA,MAHBUBNAGAR,5
509204,TELANGANA,MAHBUBNAGAR,2
509301,TELANGANA,MAHBUBNAGAR,10
509302,TELANGANA,MAHBUBNAGAR,1
509334,TELANGANA,MAHBUBNAGAR,2
509336,TELANGANA,MAHBUBNAGAR,3
509337,TELANGANA,MAHBUBNAGAR,3
509340,TELANGANA,MAHBUBNAGAR,3
509371,TELANGANA,MAHBUBNAGAR,3
509382,TELANGANA,MAHBUBNAGAR,5
509409,TELANGANA,MAHBUBNAGAR,1
504201,TELANGANA,MANCHERIAL,3
504204,TELANGANA,MANCHERIAL,2
504205,TELANGANA,MANCHERIAL,2
504206,TELANGANA,MANCHERIAL,2
504207,TELANGANA,MANCHERIAL,2
504208,TELANGANA,MANCHERIAL,16
504209,TELANGANA,MANCHERIAL,1
504214,TELANGANA,MANCHERIAL,1
504215,TELANGANA,MANCHERIAL,4
504216,TELANGANA,MANCHERIAL,2
504218,TELANGANA,MANCHERIAL,2
504231,TELANGANA,MANCHERIAL,5
504251,TELANGANA,MANCHERIAL,5
504272,TELANGANA,MANCHERIAL,1
504301,TELANGANA,MANCHERIAL,5
504302,TELANGANA,MANCHERIAL,3
504303,TELANGANA,MANCHERIAL,1
507427,TELANGANA,MANCHERIAL,1
502101,TELANGANA,MEDAK,4
502109,TELANGANA,MEDAK,1
502110,TELANGANA,MEDAK,11
502113,TELANGANA,MEDAK,1
502117,TELANGANA,MEDAK,1
502125,TELANGANA,MEDAK,1
502248,TELANGANA,MEDAK,4
502255,TELANGANA,MEDAK,4
502269,TELANGANA,MEDAK,2
502271,TELANGANA,MEDAK,3
502313,TELANGANA,MEDAK,9
502316,TELANGANA,MEDAK,1
502331,TELANGANA,MEDAK,2
502334,TELANGANA,MEDAK,6
502335,TELANGANA,MEDAK,1
502336,TELANGANA,MEDAK,2
502381,TELANGANA,MEDAK,3
500010,TELANGANA,MEDCHAL-MALKAJGIRI,18
500014,TELANGANA,MEDCHAL-MALKAJGIRI,11
500037,TELANGANA,MEDCHAL-MALKAJGIRI,11
500039,TELANGANA,MEDCHAL-MALKAJGIRI,17
500040,TELANGANA,MEDCHAL-MALKAJGIRI,7
500042,TELANGANA,MEDCHAL-MALKAJGIRI,2
500043,TELANGANA,MEDCHAL-MALKAJGIRI,7
500047,TELANGANA,MEDCHAL-MALKAJGIRI,15
500051,TELANGANA,MEDCHAL-MALKAJGIRI,5
500054,TELANGANA,MEDCHAL-MALKAJGIRI,3
500055,TELANGANA,MEDCHAL-MALKAJGIRI,15
500056,TELANGANA,MEDCHAL-MALKAJGIRI,3
500062,TELANGANA,MEDCHAL-MALKAJGIRI,21
500067,TELANGANA,MEDCHAL-MALKAJGIRI,6
500068,TELANGANA,MEDCHAL-MALKAJGIRI,12
500072,TELANGANA,MEDCHAL-MALKAJGIRI,43
500076,TELANGANA,MEDCHAL-MALKAJGIRI,12
500078,TELANGANA,MEDCHAL-MALKAJGIRI,11
500083,TELANGANA,MEDCHAL-MALKAJGIRI,9
500085,TELANGANA,MEDCHAL-MALKAJGIRI,9
500087,TELANGANA,MEDCHAL-MALKAJGIRI,6
500088,TELANGANA,MEDCHAL-MALKAJGIRI,3
500090,TELANGANA,MEDCHAL-MALKAJGIRI,18
500092,TELANGANA,MEDCHAL-MALKAJGIRI,4
500093,TELANGANA,MEDCHAL-MALKAJGIRI,1
500094,TELANGANA,MEDCHAL-MALKAJGIRI,7
500098,TELANGANA,MEDCHAL-MALKAJGIRI,8
500100,TELANGANA,MEDCHAL-MALKAJGIRI,4
500101,TELANGANA,MEDCHAL-MALKAJGIRI,3
500151,TELANGANA,MEDCHAL-MALKAJGIRI,1
500171,TELANGANA,MEDCHAL-MALKAJGIRI,1
500556,TELANGANA,MEDCHAL-MALKAJGIRI,1
500660,TELANGANA,MEDCHAL-MALKAJGIRI,1
500762,TELANGANA,MEDCHAL-MALKAJGIRI,4
500854,TELANGANA,MEDCHAL-MALKAJGIRI,1
500855,TELANGANA,MEDCHAL-MALKAJGIRI,1
501301,TELANGANA,MEDCHAL-MALKAJGIRI,13
501401,TELANGANA,MEDCHAL-MALKAJGIRI,11
506165,TELANGANA,MULUGU,3
506172,TELANGANA,MULUGU,3
506343,TELANGANA,MULUGU,7
506344,TELANGANA,MULUGU,2
506345,TELANGANA,MULUGU,1
506347,TELANGANA,MULUGU,1
506349,TELANGANA,MULUGU,2
506352,TELANGANA,MULUGU,1
507136,TELANGANA,MULUGU,2
509102,TELANGANA,NAGARKURNOOL,6
509105,TELANGANA,NAGARKURNOOL,3
509201,TELANGANA,NAGARKURNOOL,2
509203,TELANGANA,NAGARKURNOOL,3
509209,TELANGANA,NAGARKURNOOL,8
509215,TELANGANA,NAGARKURNOOL,2
509324,TELANGANA,NAGARKURNOOL,6
509326,TELANGANA,NAGARKURNOOL,1
509349,TELANGANA,NAGARKURNOOL,1
509360,TELANGANA,NAGARKURNOOL,2
509375,TELANGANA,NAGARKURNOOL,4
509385,TELANGANA,NAGARKURNOOL,3
509401,TELANGANA,NAGARKURNOOL,2
509406,TELANGANA,NAGARKURNOOL,1
509412,TELANGANA,NAGARKURNOOL,3
508001,TELANGANA,NALGONDA,28
508114,TELANGANA,NALGONDA,4
508202,TELANGANA,NALGONDA,2
508203,TELANGANA,NALGONDA,1
508205,TELANGANA,NALGONDA,1
508207,TELANGANA,NALGONDA,21
508208,TELANGANA,NALGONDA,2
508210,TELANGANA,NALGONDA,1
508211,TELANGANA,NALGONDA,4
508217,TELANGANA,NALGONDA,2
508243,TELANGANA,NALGONDA,3
508244,TELANGANA,NALGONDA,4
508245,TELANGANA,NALGONDA,2
508247,TELANGANA,NALGONDA,3
508248,TELANGANA,NALGONDA,5
508250,TELANGANA,NALGONDA,2
508254,TELANGANA,NALGONDA,7
508255,TELANGANA,NALGONDA,5
508256,TELANGANA,NALGONDA,2
508257,TELANGANA,NALGONDA,1
508258,TELANGANA,NALGONDA,2
508266,TELANGANA,NALGONDA,2
508278,TELANGANA,NALGONDA,4
508355,TELANGANA,NALGONDA,3
508373,TELANGANA,NALGONDA,1
508377,TELANGANA,NALGONDA,6
518211,TELANGANA,NALGONDA,1
509205,TELANGANA,NARAYANPET,2
509208,TELANGANA,NARAYANPET,4
509210,TELANGANA,NARAYANPET,10
509311,TELANGANA,NARAYANPET,1
509339,TELANGANA,NARAYANPET,4
509351,TELANGANA,NARAYANPET,2
509352,TELANGANA,NARAYANPET,2
509353,TELANGANA,NARAYANPET,1
509407,TELANGANA,NARAYANPET,2
509411,TELANGANA,NARAYANPET,3
504101,TELANGANA,NIRMAL,3
504102,TELANGANA,NIRMAL,1
504103,TELANGANA,NIRMAL,6
504104,TELANGANA,NIRMAL,2
504105,TELANGANA,NIRMAL,2
504106,TELANGANA,NIRMAL,15
504110,TELANGANA,NIRMAL,2
504202,TELANGANA,NIRMAL,2
504203,TELANGANA,NIRMAL,5
504306,TELANGANA,NIRMAL,2
504310,TELANGANA,NIRMAL,1
503001,TELANGANA,NIZAMABAD,20
503002,TELANGANA,NIZAMABAD,14
503003,TELANGANA,NIZAMABAD,11
503006,TELANGANA,NIZAMABAD,1
503164,TELANGANA,NIZAMABAD,4
503165,TELANGANA,NIZAMABAD,4
503175,TELANGANA,NIZAMABAD,4
503180,TELANGANA,NIZAMABAD,1
503185,TELANGANA,NIZAMABAD,11
503186,TELANGANA,NIZAMABAD,2
503188,TELANGANA,NIZAMABAD,1
503201,TELANGANA,NIZAMABAD,3
503202,TELANGANA,NIZAMABAD,4
503206,TELANGANA,NIZAMABAD,2
503207,TELANGANA,NIZAMABAD,5
503212,TELANGANA,NIZAMABAD,7
503213,TELANGANA,NIZAMABAD,5
503214,TELANGANA,NIZAMABAD,1
503217,TELANGANA,NIZAMABAD,3
503218,TELANGANA,NIZAMABAD,2
503219,TELANGANA,NIZAMABAD,2
503221,TELANGANA,NIZAMABAD,1
503224,TELANGANA,NIZAMABAD,17
503225,TELANGANA,NIZAMABAD,5
503229,TELANGANA,NIZAMABAD,1
503230,TELANGANA,NIZAMABAD,5
503235,TELANGANA,NIZAMABAD,2
503245,TELANGANA,NIZAMABAD,3
503246,TELANGANA,NIZAMABAD,3
503307,TELANGANA,NIZAMABAD,6
503308,TELANGANA,NIZAMABAD,5
503311,TELANGANA,NIZAMABAD,4
503322,TELANGANA,NIZAMABAD,1
505152,TELANGANA,PEDDAPALLI,2
505153,TELANGANA,PEDDAPALLI,1
505172,TELANGANA,PEDDAPALLI,13
505174,TELANGANA,PEDDAPALLI,1
505184,TELANGANA,PEDDAPALLI,6
505185,TELANGANA,PEDDAPALLI,4
505186,TELANGANA,PEDDAPALLI,1
505187,TELANGANA,PEDDAPALLI,1
505188,TELANGANA,PEDDAPALLI,4
505192,TELANGANA,PEDDAPALLI,1
505208,TELANGANA,PEDDAPALLI,2
505209,TELANGANA,PEDDAPALLI,12
505210,TELANGANA,PEDDAPALLI,1
505211,TELANGANA,PEDDAPALLI,4
505212,TELANGANA,PEDDAPALLI,2
505214,TELANGANA,PEDDAPALLI,1
505215,TELANGANA,PEDDAPALLI,5
505416,TELANGANA,PEDDAPALLI,3
505525,TELANGANA,PEDDAPALLI,1
505301,TELANGANA,RAJANNA(SIRCILLA),13
505302,TELANGANA,RAJANNA(SIRCILLA),5
505303,TELANGANA,RAJANNA(SIRCILLA),2
505304,TELANGANA,RAJANNA(SIRCILLA),3
505305,TELANGANA,RAJANNA(SIRCILLA),1
505307,TELANGANA,RAJANNA(SIRCILLA),2
505402,TELANGANA,RAJANNA(SIRCILLA),1
505404,TELANGANA,RAJANNA(SIRCILLA),2
505405,TELANGANA,RAJANNA(SIRCILLA),1
505524,TELANGANA,RAJANNA(SIRCILLA),3
500019,TELANGANA,RANGAREDDI,14
500030,TELANGANA,RANGAREDDI,8
500032,TELANGANA,RANGAREDDI,20
500046,TELANGANA,RANGAREDDI,2
500049,TELANGANA,RANGAREDDI,20
500050,TELANGANA,RANGAREDDI,9
500052,TELANGANA,RANGAREDDI,2
500069,TELANGANA,RANGAREDDI,2
500070,TELANGANA,RANGAREDDI,25
500074,TELANGANA,RANGAREDDI,12
500075,TELANGANA,RANGAREDDI,9
500077,TELANGANA,RANGAREDDI,3
500079,TELANGANA,RANGAREDDI,19
500081,TELANGANA,RANGAREDDI,18
500084,TELANGANA,RANGAREDDI,16
500089,TELANGANA,RANGAREDDI,18
500091,TELANGANA,RANGAREDDI,4
500097,TELANGANA,RANGAREDDI,5
500104,TELANGANA,RANGAREDDI,1
500113,TELANGANA,RANGAREDDI,1
500661,TELANGANA,RANGAREDDI,1
501203,TELANGANA,RANGAREDDI,6
501218,TELANGANA,RANGAREDDI,12
501359,TELANGANA,RANGAREDDI,11
501503,TELANGANA,RANGAREDDI,7
501504,TELANGANA,RANGAREDDI,3
501505,TELANGANA,RANGAREDDI,12
501506,TELANGANA,RANGAREDDI,6
501508,TELANGANA,RANGAREDDI,2
501509,TELANGANA,RANGAREDDI,5
501510,TELANGANA,RANGAREDDI,16
501511,TELANGANA,RANGAREDDI,4
501512,TELANGANA,RANGAREDDI,2
509207,TELANGANA,RANGAREDDI,2
509216,TELANGANA,RANGAREDDI,10
509217,TELANGANA,RANGAREDDI,4
509218,TELANGANA,RANGAREDDI,1
509223,TELANGANA,RANGAREDDI,1
509228,TELANGANA,RANGAREDDI,3
509320,TELANGANA,RANGAREDDI,2
509321,TELANGANA,RANGAREDDI,4
509325,TELANGANA,RANGAREDDI,5
509327,TELANGANA,RANGAREDDI,1
509357,TELANGANA,RANGAREDDI,2
509358,TELANGANA,RANGAREDDI,2
509359,TELANGANA,RANGAREDDI,1
509408,TELANGANA,RANGAREDDI,5
509410,TELANGANA,RANGAREDDI,2
510506,TELANGANA,RANGAREDDI,1
502001,TELANGANA,SANGAREDDY,16
502032,TELANGANA,SANGAREDDY,20
502205,TELANGANA,SANGAREDDY,2
502210,TELANGANA,SANGAREDDY,1
502220,TELANGANA,SANGAREDDY,7
502221,TELANGANA,SANGAREDDY,3
502226,TELANGANA,SANGAREDDY,1
502228,TELANGANA,SANGAREDDY,3
502246,TELANGANA,SANGAREDDY,2
502251,TELANGANA,SANGAREDDY,1
502256,TELANGANA,SANGAREDDY,1
502270,TELANGANA,SANGAREDDY,4
502273,TELANGANA,SANGAREDDY,1
502285,TELANGANA,SANGAREDDY,2
502286,TELANGANA,SANGAREDDY,6
502287,TELANGANA,SANGAREDDY,1
502291,TELANGANA,SANGAREDDY,7
502295,TELANGANA,SANGAREDDY,3
502296,TELANGANA,SANGAREDDY,4
502300,TELANGANA,SANGAREDDY,4
502302,TELANGANA,SANGAREDDY,3
502305,TELANGANA,SANGAREDDY,1
502306,TELANGANA,SANGAREDDY,1
502307,TELANGANA,SANGAREDDY,4
502318,TELANGANA,SANGAREDDY,4
502319,TELANGANA,SANGAREDDY,10
502320,TELANGANA,SANGAREDDY,1
502321,TELANGANA,SANGAREDDY,2
502325,TELANGANA,SANGAREDDY,1
502329,TELANGANA,SANGAREDDY,2
502345,TELANGANA,SANGAREDDY,4
502371,TELANGANA,SANGAREDDY,2
502585,TELANGANA,SANGAREDDY,1
502102,TELANGANA,SIDDIPET,2
502103,TELANGANA,SIDDIPET,19
502107,TELANGANA,SIDDIPET,2
502108,TELANGANA,SIDDIPET,4
502114,TELANGANA,SIDDIPET,2
502202,TELANGANA,SIDDIPET,1
502247,TELANGANA,SIDDIPET,2
502276,TELANGANA,SIDDIPET,3
502277,TELANGANA,SIDDIPET,2
502278,TELANGANA,SIDDIPET,6
502279,TELANGANA,SIDDIPET,3
502280,TELANGANA,SIDDIPET,1
502281,TELANGANA,SIDDIPET,1
502312,TELANGANA,SIDDIPET,1
502372,TELANGANA,SIDDIPET,1
502375,TELANGANA,SIDDIPET,3
505467,TELANGANA,SIDDIPET,6
505479,TELANGANA,SIDDIPET,1
505528,TELANGANA,SIDDIPET,2
506223,TELANGANA,SIDDIPET,4
506355,TELANGANA,SIDDIPET,1
